undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,distance_to_logtis,distance_to_distance,snorkel_logits_17,snorkel_logits_37,snorkel_logits_57,snorkel_logits_77,snorkel_logits_97,snorkel_distance_01,snorkel_distance_03,snorkel_distance_05,snorkel_distance_07,snorkel_distance_09,snorkel_label
-2.9838285,4.4365344,0.06535596,1.3554652,1,1,1,0.32891413207650616,0.6497574090878072,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.8556157,5.104847400000001,0.14214432,1.944045,1,1,1,0.30844379637660835,0.9075248534965191,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.616342,4.5899315000000005,0.17435968,1.8915174,1,1,1,0.2748744965130911,0.864843451418302,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
6.877738000000001,-2.6132395,1.9618273000000002,1.9762442,0,1,0,0.4210780685842183,0.007245775181679943,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-3.3151677000000004,3.2708112999999996,0.05664450000000001,0.729286,1,1,0,0.2917753498122174,0.33876533515897594,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1
-2.9656801,3.221141,0.046975434,0.60169375,1,1,0,0.2740086619157099,0.2793724743166408,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1
-2.7578308999999996,5.944948,0.00084751844,1.9795474999999998,1,1,1,0.3859950136661917,0.9965710949427736,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.3256642999999997,5.913774,0.090931654,1.9453945,1,1,1,0.3653715264948729,0.933998166927487,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.8743471999999999,5.545508,0.11577386,1.9528902,1,1,1,0.3288915341335741,0.9252614742601764,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9870973,3.3219491999999997,0.10623503,0.95449686,1,1,1,0.2794489664539034,0.42721777908870373,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
-2.832457,5.7502146,0.001142025,1.9640229,1,1,0,0.3806489866598561,0.9886036880029463,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-3.6148584,4.2290754,0.007741034,1.22868,1,1,0,0.34776745298620826,0.6149193024597823,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
5.395959400000001,-5.301975,1.9299363999999999,0.0070825815,0,0,0,0.47480023353908,0.9684437727429175,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.966425,-2.9100142000000004,1.7770988999999997,0.59882534,0,0,0,0.34921428216521516,0.5934305634740732,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-2.4533281000000002,5.697545,0.017935991000000002,1.9440296000000001,1,1,0,0.3614294517748392,0.9700755165595094,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-2.077409,5.067890599999999,0.011837958999999999,1.9779603,1,1,1,0.3166709476051893,0.9902362756971792,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.1953158,5.3528743,0.01208055,1.9381580000000003,1,1,1,0.33460377511522443,0.9700673779627909,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.0190015,5.1676264000000005,0.01491034,1.9830276999999998,1,1,1,0.3185104878157006,0.9912410813836064,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.6263092,5.9217997,0.0017580985999999998,1.9425879000000001,1,1,1,0.3791105861828504,0.9774975059840747,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.4431529999999997,4.931531,0.0072599053,1.5402383999999998,1,1,1,0.37139137012378437,0.7720802582340678,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
6.8642080000000005,-2.2783132,1.9108801,1.9185881999999999,0,1,1,0.40556813046781925,0.003866839748431673,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.7446512999999997,5.931679,0.0014157891,1.9244537,1,1,1,0.38481777523122757,0.9685364922059141,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5.2802672,-5.2306395,1.9182751,0.0033214688,0,0,0,0.4664755510665506,0.9644647865162796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-2.2256044999999998,5.3647738,0.00990051,1.9267153000000001,1,1,1,0.33648158984046334,0.9654021725489863,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.6016846,5.821312,0.0026390553000000005,1.9286394,1,1,1,0.37354178449781733,0.9700285433231739,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.679016,5.9773,0.0026625395,1.9509435000000002,1,1,1,0.38392693022586233,0.9812503359241178,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.8095974999999997,4.005780000000001,0.006337940699999999,1.0729597,1,1,1,0.34649639992780945,0.5371963299939866,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5.46603,-5.698106,1.9657593,0.0012966394,0,0,0,0.49555106503722246,0.9894003657115741,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3.6205912000000002,-2.3446412,1.1257384,0.77944964,0,0,1,0.2641456546338978,0.17439542743722725,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
-3.0414557,2.682713,0.5748800000000001,0.6854496,1,1,1,0.2534158068190924,0.05567377497784212,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6.1147714,-6.1910777,1.6474876,0.707343,0,0,1,0.5463692007049722,0.4734951978905763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.1902778999999999,0.6979936999999999,0.634406,0.7485482,1,1,0,0.08267839543673418,0.0574731406958279,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
-1.0672499,3.0565,0.28117043,1.296698,1,1,0,0.18218048535031264,0.5114623735995694,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
0.46299177,0.7997314999999999,0.51744556,0.8882773000000002,1,1,0,0.01361905201455806,0.1867566760598581,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1
6.880604300000001,-7.0997639999999995,1.7231975,0.43368518,0,0,0,0.6209027624937015,0.6494567660311034,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-7.594970699999999,6.4543877,0.017087698000000002,1.8049297,1,1,1,0.6239735411871679,0.9004440990786159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-4.619689,5.138707599999999,0.009798408,0.077613056,1,1,1,0.43298100646234844,0.034139935504370035,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-6.2094917,6.750128699999999,0.03791511,1.6334864,1,1,1,0.5754688393261643,0.8036055703472964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-4.5573483,5.4343805,0.01989925,0.19194412,1,1,1,0.44336672192383747,0.08663623742589631,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
-5.942336599999999,6.520455999999999,0.033779204,1.5996416,1,1,1,0.5533548226402651,0.7886424719363707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-6.1390357,6.787346400000001,0.06853998,1.589623,1,1,1,0.5739893884564448,0.766089016736462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
