undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,distance_to_logtis,distance_to_distance,snorkel_logits_17,snorkel_logits_37,snorkel_logits_57,snorkel_logits_77,snorkel_logits_97,snorkel_distance_01,snorkel_distance_03,snorkel_distance_05,snorkel_distance_07,snorkel_distance_09,snorkel_label
-1.0341094000000002,-0.024011115,0.34253138,0.39328098,1,1,1,0.08079447016140597,0.026489986531329317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.0614207,-0.08111074,0.33581328,0.36794686,1,1,0,0.0783306759513983,0.016772720061761292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
-1.0017552,0.07682485,0.35833573,0.36987984,1,1,0,0.08645860119590036,0.006025344067473757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-1.1567945,0.39203992,0.32557559999999997,0.34828305,1,1,1,0.12535336933196703,0.011852430064931198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.5798765,0.9492174000000001,0.22027892,0.25419754,1,1,1,0.20643069177722428,0.017704482561954022,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.6970140999999999,0.36709657,0.1934641,0.19538379,1,1,0,0.1679718999577897,0.0010015498431959686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-1.2001449,0.08958595,0.27609956,0.3352437,1,1,1,0.10392289697213095,0.03087180294909461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.0384539000000002,1.2972796999999998,0.31594479999999997,0.77728486,1,1,1,0.19043784936042701,0.24081167879866192,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
-0.71826947,-0.39264640000000006,0.38163406,0.41314685,1,1,1,0.024181482636570384,0.01644867755151243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.70364463,0.041841656,0.40974486,0.43794668,1,1,1,0.05890839529701691,0.014720403851616007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
