undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,distance_to_logtis,distance_to_distance,snorkel_logits_17,snorkel_logits_37,snorkel_logits_57,snorkel_logits_77,snorkel_logits_97,snorkel_distance_01,snorkel_distance_03,snorkel_distance_05,snorkel_distance_07,snorkel_distance_09,snorkel_label
-4.223587,3.430138,0.020014465,0.012878656,1,0,1,0.32581182484338883,0.003589519247699257,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.980137,-5.9183707000000005,1.9231779999999998,0.0013394951999999999,0,0,0,0.46411593394516154,0.967932754057048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-4.0515313,3.0986452,0.0045583844,0.010478139000000001,1,1,1,0.30434880771067485,0.0029770514027578714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.6599853999999998,2.5632455000000003,0.27741253,0.15797633,1,0,1,0.17959203937689597,0.060149800154415414,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
-1.1033578000000002,5.3178152999999995,0.29365546,1.8425669999999998,1,1,1,0.273276105748487,0.7801074606724769,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9572794,5.6123400000000006,0.010343373000000001,1.7549362000000002,1,1,1,0.3648504818922269,0.8786626701633128,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.915035,5.8553576,0.0042410493,1.8681769,1,1,1,0.37340814541697137,0.9387699848807555,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.0669928,5.3199086,0.008049309000000001,1.494756,1,1,1,0.35706239481728724,0.7487778837950478,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.915035,5.8553576,0.0042410493,1.8681769,1,1,1,0.37340814541697137,0.9387699848807555,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.2043667,4.770818,0.0066266656000000005,1.6943128,1,1,1,0.3395135736294087,0.8500015186725032,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.1965141,5.088571,0.016234696,1.1250396999999999,1,1,1,0.3527226241868722,0.5584470632029634,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.1511626,2.6878387999999998,0.0013474226,0.0020224452,1,1,1,0.29108542493309936,0.00033553330510100924,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-4.180366,2.7096925,0.0010003447999999999,0.0025567412,1,1,1,0.29326165902385065,0.0007794387026505012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.042153400000001,-3.3120502999999997,1.9728028999999998,1.5406038999999998,0,0,0,0.3982922382929677,0.21767331069295917,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
4.973082499999999,-5.446892299999999,1.975014,0.038279176,0,0,0,0.4437191701155258,0.9754353102897162,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.7025685,-2.5676956000000004,1.9405522000000002,1.8649018,0,0,0,0.3947144358113534,0.03809700830148875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1
6.727524799999999,-2.6914206000000003,1.9609776999999997,1.9215865,0,0,0,0.40105175841129,0.01983500120435552,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1
5.299656,-4.752293,1.975014,0.31999594,0,0,0,0.4280326095346071,0.8335481880269714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.4605837,-5.4834228,1.9466546000000002,0.05151522,0,0,0,0.4660552536411153,0.9544856949221299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.4217,-2.5383377,1.9359276,1.8745162,0,0,0,0.3814914899814677,0.03092551199004013,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1
5.225395,-5.1481996,1.8771651999999999,0.0075677037,0,0,0,0.44174228203579036,0.9416214822146363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-4.2497425,2.813627,0.004352689,0.012162566000000001,1,1,1,0.30064878650469473,0.003929014730223656,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.5959184,5.5135307000000005,0.011528908999999999,1.9701464,1,1,1,0.34523639698706654,0.9864565523485095,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.1780896,2.725631,0.0018194914,0.015947461,1,1,1,0.29384398602188333,0.007111132700326303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-4.234039,2.8091145,0.0046866536,0.012726723999999998,1,1,1,0.2997871091203813,0.004044952023504164,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.8190677,5.5080667000000005,0.001985073,1.8638694,1,1,1,0.3545149139987148,0.9377367315169379,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.148525,5.0212283,0.0019130110999999999,1.6684911,1,1,1,0.347806775168661,0.839370416035721,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.7846577,5.825409400000001,0.007447004300000001,1.9578644,1,1,1,0.36657450585035384,0.98232656055151,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.5744588,5.5990925,0.028452277,1.9543383,1,1,1,0.34796865935473253,0.9699712934096587,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.7777047,5.6936626,0.005518377,1.9586667000000002,1,1,1,0.36066263006539173,0.9837019966817709,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.6775,5.6689615,0.008435249,1.9525008000000001,1,1,1,0.35533870332273365,0.9791274432794443,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5.119806,-4.400992,1.8810303,0.72012246,0,0,0,0.40539307627602683,0.5846887442332331,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.1349664,-2.2400641,1.5980325,1.4985305,0,0,0,0.27130934502067633,0.05010990677906054,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1
4.6600204000000005,-2.1872722999999996,1.8243446,1.6618456999999998,0,0,0,0.2914388294491539,0.08183840147550668,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1
5.359714,-5.5420300000000005,1.9536625,0.0037171245,0,0,0,0.4642538764916027,0.9820888267834624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.664752,-3.447767,1.7657377,0.42667204,0,0,0,0.3453672469772774,0.6744182300809555,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.069273,-2.9931407,1.9325211,1.8426658,0,0,0,0.38585511700444314,0.045251330090553564,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1
5.2731133,-5.4412335999999994,1.952739,0.008910954,0,0,0,0.45626634963387014,0.9790078234865198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.2999954,-5.552086,1.9636159,0.013648212,0,0,0,0.4621370809204608,0.9821000645116349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.763317,-4.4495907,1.9574261000000002,0.8623037,0,0,0,0.4348932383236102,0.5515557966732205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.6263623,-4.606264599999999,1.5701108,0.63144004,0,0,0,0.39311020529844865,0.4727586649097484,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.728855599999999,-4.4610395,1.9601837,0.42977887,0,0,0,0.43391235996121164,0.7707865250378083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.6458835999999994,-4.143376399999999,1.962388,0.9501460999999999,0,0,0,0.416835875739202,0.5098128933765697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-1.5549785,4.5963745000000005,0.03895563,1.9022564999999998,1,1,1,0.26177541926237774,0.9384501757826522,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.4617221000000002,4.304199,0.036114573,1.9521066999999999,1,1,1,0.24534694916824673,0.9649882160397691,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.4517676000000002,4.4946704,0.047263145,1.9167313999999998,1,1,1,0.25304121758021586,0.9415563896164033,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.2672276,5.343608000000001,0.012837887,1.8996876,1,1,0,0.32398372699976147,0.9503105901876935,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
4.7486486,-4.703634,1.8808918000000001,0.0014320016,0,0,0,0.40247270772353444,0.9465886472636245,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.0644045,-5.2286277000000005,1.9309528000000002,0.0033984184000000004,0,0,0,0.4383084277567039,0.9708115650260697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-2.5610342,5.870411,0.0039631724,1.924609,1,1,1,0.3589610090372803,0.967332060178226,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.6012768,4.545734400000001,0.03761804,1.9032848000000002,1,1,1,0.2615903563979529,0.939641760262482,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5.155417400000001,-4.2374339999999995,1.8684081999999997,0.7444159,0,0,1,0.39993953988802755,0.5660961703906084,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
